index,ppt,trial,stimulus_left,stimulus_right,reward_left,reward_right,responses,feedback
2248,914,41,1,2,0,1,1,0
2249,914,42,2,3,0,0,2,0
2250,914,43,1,3,0,1,2,1
2251,914,44,1,2,0,0,2,0
2252,914,45,3,2,1,0,1,1
2253,914,46,4,1,0,1,1,0
2254,914,47,3,2,0,0,1,0
2255,914,48,3,4,1,0,1,1
2256,914,49,1,3,0,0,1,0
2257,914,50,3,1,1,1,2,1
2258,914,51,4,2,0,1,1,0
2259,914,52,4,2,1,0,1,1
2260,914,53,3,2,0,0,1,0
2261,914,54,3,4,0,1,1,0
2262,914,55,4,1,1,0,2,0
2263,914,56,2,3,0,1,2,1
2264,914,57,1,2,0,0,1,0
2265,914,58,1,4,0,1,2,1
2266,914,59,1,3,0,1,2,1
2267,914,60,3,2,0,1,1,0
2268,914,61,3,1,0,1,1,0
2269,914,62,2,4,0,1,2,1
2270,914,63,1,4,0,0,1,0
2271,914,64,4,1,0,0,1,0
2272,914,65,1,3,0,1,1,0
2273,914,66,2,1,0,0,1,0
2274,914,67,2,3,0,1,2,1
2275,914,68,4,1,1,0,1,1
2276,914,69,1,3,0,1,2,1
2277,914,70,3,2,0,0,1,0
2278,914,71,4,3,1,0,1,1
2279,914,72,3,2,0,0,1,0
2280,914,73,3,1,1,1,1,1
2281,914,74,2,3,1,1,1,1
2282,914,75,3,4,1,1,1,1
2283,914,76,3,1,0,1,1,0
2284,914,77,2,1,1,0,2,0
2285,914,78,2,4,1,1,2,1
2286,914,79,3,1,1,0,1,1
2287,914,80,1,2,1,1,2,1
2288,914,81,2,1,1,0,1,1
2289,914,82,2,1,1,0,1,1
2290,914,83,4,2,0,1,1,0
2291,914,84,2,4,0,1,2,1
2292,914,85,4,2,1,1,1,1
2293,914,86,1,3,0,1,2,1
2294,914,87,4,3,1,0,2,0
2295,914,88,4,3,1,1,1,1
2296,914,89,4,2,1,0,1,1
2297,914,90,1,4,0,0,2,0
2298,914,91,4,1,1,0,1,1
2299,914,92,1,2,0,0,2,0
2300,914,93,1,4,0,1,2,1
2301,914,94,1,2,1,1,1,1
2302,914,95,4,3,1,0,2,0
2303,914,96,4,3,1,1,2,1
