ppt,trial,block,stake,s1,s2,choice,stimuli_left,stimuli_right,points,rews_1,rews_2,rt_1,rt_2,timeout_1,timeout_2,missed,score
110,22,1,5,2,1,4,4,3,0.444444,0.444444,0.555556,0.379773,0.234434,0,0,0,28.7778
110,23,1,1,2,1,4,4,3,0.777778,0.777778,0.555556,0.360652,0.223825,0,0,0,29.5556
110,24,1,1,1,1,2,2,1,1,1,0.777778,0.457898,0.217172,0,0,0,30.5556
110,25,1,1,2,1,4,4,3,0.555556,0.555556,0.555556,0.441018,0.266695,0,0,0,31.1111
110,26,1,5,1,2,1,2,1,0.111111,0.444444,0.111111,0.386732,0.221944,0,0,0,31.6667
110,27,1,5,1,1,2,1,2,0.333333,0.333333,0.555556,0.58937,0.21594,0,0,0,33.3333
110,28,1,1,1,1,2,2,1,0.222222,0.222222,0.777778,0.33334,0.284887,0,0,0,33.5556
110,29,1,1,2,2,3,4,3,0.888889,0.111111,0.888889,0.30193,0.21022,0,0,0,34.4444
110,30,1,1,2,1,4,3,4,0.111111,0.111111,1,0.774868,0.0585701,0,0,0,34.5556
110,31,1,5,2,2,3,4,3,0.777778,0.333333,0.777778,0.521732,0.22748,0,0,0,38.4444
110,32,1,1,2,1,4,3,4,0.333333,0.333333,0.777778,0.204169,0.266843,0,0,0,38.7778
110,33,1,5,1,2,1,1,2,0.666667,0.555556,0.666667,0.363975,0.232058,0,0,0,42.1111
110,34,1,5,1,1,2,1,2,0.555556,0.555556,0.888889,0.493178,0.261143,0,0,0,44.8889
110,35,2,1,1,2,1,1,2,0.555556,0.555556,0.555556,0.348686,0.191884,0,0,0,45.4444
110,36,2,1,2,2,3,3,4,0,0.666667,0,0.494315,0.365217,0,0,0,45.4444
110,37,2,1,2,1,4,3,4,0.666667,0.666667,0,0.451049,0.301439,0,0,0,46.1111
110,38,2,1,2,1,4,4,3,0.555556,0.555556,0.444444,0.297729,0.252086,0,0,0,46.6667
110,39,2,5,2,1,4,4,3,0.777778,0.777778,0.777778,0.4511,0.22306,0,0,0,50.5556
110,40,2,5,2,1,4,4,3,0.666667,0.666667,0.888889,0.481976,0.240516,0,0,0,53.8889
110,41,2,1,2,1,4,3,4,0.888889,0.888889,0.888889,0.372014,0.665652,0,0,0,54.7778
110,42,2,1,1,2,1,2,1,0.555556,0.888889,0.555556,0.546656,0.223543,0,0,0,55.3333
110,43,2,5,2,2,3,4,3,1,0.888889,1,0.326451,0.226969,0,0,0,60.3333
110,44,2,5,2,2,3,4,3,1,0.888889,1,0.493795,0.166694,0,0,0,65.3333
110,45,2,5,2,2,3,4,3,0.888889,1,0.888889,0.583242,0.34837,0,0,0,69.7778
110,46,2,5,2,1,4,4,3,0.888889,0.888889,0.666667,0.642868,0.266553,0,0,0,74.2222
110,47,2,5,2,1,4,4,3,0.777778,0.777778,0.444444,0.458988,0.258279,0,0,0,78.1111
110,48,2,5,2,1,4,4,3,0.666667,0.666667,0.222222,0.464798,0.402521,0,0,0,81.4444
110,49,2,1,2,1,4,3,4,0.666667,0.666667,0.444444,0.441645,0.250779,0,0,0,82.1111
110,50,2,1,1,2,1,1,2,0.666667,0.555556,0.666667,0.432259,0.200092,0,0,0,82.7778
110,51,2,1,1,2,1,1,2,0.333333,0.666667,0.333333,0.496794,0.192105,0,0,0,83.1111
110,52,2,1,1,2,1,2,1,0.222222,0.666667,0.222222,0.416848,0.201152,0,0,0,83.3333
110,53,2,5,2,2,3,4,3,0.111111,0.666667,0.111111,0.605612,0.358114,0,0,0,83.8889
110,54,2,1,1,2,1,1,2,0.333333,0.444444,0.333333,0.812567,0.240931,0,0,0,84.2222
110,55,2,5,2,1,4,3,4,0.888889,0.888889,0.222222,0.702876,0.177924,0,0,0,88.6667
110,56,2,1,1,2,1,1,2,0,0.777778,0,0.38583,0.184249,0,0,0,88.6667
110,57,2,1,1,2,1,1,2,0.111111,0.777778,0.111111,0.420708,0.144409,0,0,0,88.7778
110,58,2,5,2,1,4,4,3,0.888889,0.888889,0.222222,0.477056,0.233315,0,0,0,93.2222
110,59,2,5,2,1,4,3,4,0.777778,0.777778,0.111111,0.354578,0.000747381,0,0,0,97.1111
110,60,2,1,1,2,1,2,1,0.111111,0.777778,0.111111,0.593386,0.228079,0,0,0,97.2222
110,61,2,1,1,1,2,1,2,0.555556,0.555556,0.222222,0.53698,0.233477,0,0,0,97.7778
110,62,2,1,1,1,2,1,2,0.333333,0.333333,0.222222,0.347412,0.275765,0,0,0,98.1111
110,63,2,1,1,1,2,1,2,0.222222,0.222222,0.333333,0.505962,0.279129,0,0,0,98.3333
110,64,2,5,2,2,3,3,4,0.666667,0.222222,0.666667,0.782532,0.19821,0,0,0,101.667
110,65,2,5,1,2,1,1,2,1,0.333333,1,0.685122,0.260878,0,0,0,106.667
110,66,2,5,2,2,3,4,3,0.555556,0.444444,0.555556,0.623955,0.2435,0,0,0,109.444
110,67,2,1,1,2,1,1,2,0.666667,0.666667,0.666667,0.609216,0.279323,0,0,0,110.111
110,68,2,5,2,2,3,3,4,0.777778,0.777778,0.777778,0.581483,0.188156,0,0,0,114
110,69,2,1,1,1,2,1,2,0.888889,0.888889,1,0.307519,0.218701,0,0,0,114.889
110,70,3,1,2,2,3,4,3,0.777778,0.777778,0.777778,0.380132,1.03585,0,0,0,115.667
110,71,3,1,2,1,4,3,4,0.555556,0.555556,0.555556,0.581061,0.000951375,0,0,0,116.222
110,72,3,5,2,2,3,3,4,0.666667,0.444444,0.666667,0.69718,0.195454,0,0,0,119.556
110,73,3,1,1,1,2,2,1,0.666667,0.666667,0.777778,0.583557,0.231537,0,0,0,120.222
110,74,3,5,1,1,2,2,1,0.444444,0.444444,0.666667,0.578438,0.134357,0,0,0,122.444
110,75,3,5,1,2,1,1,2,0.555556,0.333333,0.555556,0.642751,0.207344,0,0,0,125.222
110,76,3,5,1,1,2,1,2,0.555556,0.555556,0.333333,0.557542,0.187877,0,0,0,128
110,77,3,5,1,1,2,1,2,0.444444,0.444444,0.666667,0.466137,0.170609,0,0,0,130.222
110,78,3,1,2,2,3,3,4,0.555556,0.555556,0.555556,0.330156,0.217045,0,0,0,130.778
110,79,3,5,1,2,1,1,2,0.444444,0.777778,0.444444,0.420422,0.254852,0,0,0,133
110,80,3,1,1,1,2,1,2,0.666667,0.666667,0.111111,0.538298,0.219029,0,0,0,133.667
110,81,3,5,1,1,2,2,1,0.777778,0.777778,0.222222,0.446179,0.196636,0,0,0,137.556
110,82,3,5,2,1,4,4,3,0.666667,0.666667,0,0.429026,0.258169,0,0,0,140.889
110,83,3,5,1,2,1,1,2,0.111111,0.222222,0.111111,0.441774,0.157708,0,0,0,141.444
110,84,3,1,1,2,1,1,2,0.222222,0.444444,0.222222,0.431299,0.31321,0,0,0,141.667
110,85,3,5,2,1,4,3,4,0.444444,0.444444,0.111111,0.606843,0.191778,0,0,0,143.889
110,86,3,1,2,1,4,3,4,0.555556,0.555556,0,0.793436,0.237251,0,0,0,144.444
110,87,3,5,1,2,1,2,1,0.111111,0,0.111111,0.542338,0.515208,0,0,0,145
110,88,3,1,1,1,2,2,1,0.111111,0.111111,0.333333,0.580017,0.292609,0,0,0,145.111
110,89,3,1,2,2,3,3,4,0.444444,0.111111,0.444444,0.586278,0.257425,0,0,0,145.556
110,90,3,1,2,2,3,3,4,0.111111,0.333333,0.111111,0.571004,0.223954,0,0,0,145.667
110,91,3,5,2,1,4,3,4,0.555556,0.555556,0.222222,0.524326,0.286088,0,0,0,148.444
110,92,3,5,2,1,4,4,3,0.333333,0.333333,0.333333,0.380144,0.277018,0,0,0,150.111
110,93,3,5,1,2,1,1,2,0.333333,0.333333,0.333333,0.455147,0.266316,0,0,0,151.778
110,94,3,1,1,2,1,2,1,0.333333,0.444444,0.333333,0.320962,0.0693588,0,0,0,152.111
110,95,3,5,1,1,2,1,2,0.111111,0.111111,0.333333,0.468133,0.263114,0,0,0,152.667
110,96,3,1,2,2,3,3,4,0.333333,0.222222,0.333333,0.355681,0.212684,0,0,0,153
110,97,3,5,2,2,3,4,3,0.333333,0.444444,0.333333,0.343284,0.20367,0,0,0,154.667
110,98,3,5,1,1,2,2,1,0.555556,0.555556,0.333333,0.564465,0.227495,0,0,0,157.444
110,99,3,1,1,2,1,2,1,0.444444,0.444444,0.444444,0.371963,0.35866,0,0,0,157.889
110,100,3,5,1,2,1,1,2,0.444444,0.111111,0.444444,0.592555,0.265722,0,0,0,160.111
110,101,3,5,1,2,1,2,1,0.555556,0.111111,0.555556,0.425561,0.532736,0,0,0,162.889
110,102,3,1,1,1,2,1,2,0.222222,0.222222,0.666667,0.526616,0.212572,0,0,0,163.111
110,103,3,1,2,1,4,4,3,0.111111,0.111111,0.777778,0.446717,0.266096,0,0,0,163.222
110,104,3,5,1,2,1,1,2,0.777778,0.111111,0.777778,0.430475,0.000958858,0,0,0,167.111
110,105,4,5,2,1,4,4,3,0.222222,0.222222,0.666667,0.29474,0.193307,0,0,0,168.222
110,106,4,1,2,2,3,4,3,0.111111,0.222222,0.111111,0.32631,0.182218,0,0,0,168.333
110,107,4,1,1,1,2,2,1,0.444444,0.444444,0.111111,0.452221,0.166861,0,0,0,168.778
110,108,4,1,1,1,2,2,1,0.444444,0.444444,0.111111,0.537438,0.239635,0,0,0,169.222
110,109,4,1,2,1,4,3,4,0.888889,0.888889,0.111111,0.558484,0.449964,0,0,0,170.111
110,110,4,1,1,1,2,2,1,0.777778,0.777778,0.333333,0.554765,0.0274208,0,0,0,170.889
110,111,4,1,2,2,3,4,3,0,0.888889,0,0.379747,0.236159,0,0,0,170.889
110,112,4,1,1,1,2,2,1,0.777778,0.777778,0.666667,0.391959,0.206462,0,0,0,171.667
110,113,4,5,2,1,4,4,3,0.888889,0.888889,0.111111,0.505511,0.153039,0,0,0,176.111
110,114,4,5,1,1,2,2,1,0.888889,0.888889,0.111111,0.326109,0.1545,0,0,0,180.556
110,115,4,1,1,1,2,1,2,0.888889,0.888889,0.111111,0.527647,0.0536935,0,0,0,181.444
110,116,4,1,1,2,1,1,2,0.222222,0.666667,0.222222,1.16768,0.25933,0,0,0,181.667
110,117,4,1,1,2,1,2,1,0.666667,0.888889,0.666667,0.461164,0.25552,0,0,0,182.333
110,118,4,1,1,1,2,2,1,0.666667,0.666667,0.888889,0.861817,0.244326,0,0,0,183
110,119,4,5,2,1,4,3,4,0.777778,0.777778,0.777778,0.379107,0.206676,0,0,0,186.889
110,120,4,5,2,1,4,3,4,0.555556,0.555556,0.777778,0.358735,0.218216,0,0,0,189.667
110,121,4,1,1,2,1,1,2,0.555556,1,0.555556,0.432308,0.117244,0,0,0,190.222
110,122,4,1,2,2,3,4,3,0.444444,0.666667,0.444444,0.485821,0.15298,0,0,0,190.667
110,123,4,1,1,1,2,1,2,0.444444,0.444444,0.444444,0.428869,0.274918,0,0,0,191.111
110,124,4,1,1,2,1,1,2,0.444444,1,0.444444,0.414162,0.208416,0,0,0,191.556
110,125,4,1,2,1,4,3,4,0.666667,0.666667,0.555556,0.390249,0.16308,0,0,0,192.222
110,126,4,1,2,2,3,4,3,0.222222,0.555556,0.222222,0.407875,0.231036,0,0,0,192.444
110,127,4,1,2,1,4,4,3,0.888889,0.888889,0.222222,0.337133,0.246482,0,0,0,193.333
110,128,4,1,2,2,3,3,4,0,0.777778,0,0.507047,0.382659,0,0,0,193.333
110,129,4,1,2,1,4,3,4,0.444444,0.444444,0,0.331752,0.259021,0,0,0,193.778
110,130,4,1,1,1,2,2,1,0.111111,0.111111,0.222222,0.324066,0.281874,0,0,0,193.889
110,131,4,1,2,2,3,4,3,0,0.111111,0,0.453565,0.282106,0,0,0,193.889
110,132,4,5,2,1,4,4,3,0,0,0.222222,0.707349,0.000934707,0,0,0,193.889
110,133,4,5,1,2,1,2,1,0.333333,0.222222,0.333333,0.513833,0.220468,0,0,0,195.556
110,134,4,5,2,2,3,3,4,0.111111,0.333333,0.111111,0.507329,0.207499,0,0,0,196.111
110,135,4,1,1,2,1,2,1,0,0.444444,0,0.418499,0.231915,0,0,0,196.111
110,136,4,5,2,1,4,3,4,0.333333,0.333333,0.222222,0.594657,0.269944,0,0,0,197.778
110,137,4,5,1,1,2,1,2,0,0,0.555556,0.450306,0.247484,0,0,0,197.778
110,138,4,5,1,2,1,1,2,1,0.555556,1,0.75643,0.187413,0,0,0,202.778
110,139,4,1,2,1,4,3,4,0.666667,0.666667,0.888889,0.256048,0.183139,0,0,0,203.444
111,0,1,5,2,1,4,3,4,0.444444,0.444444,0.555556,0.714931,0.624321,0,0,0,2.22222
111,1,1,1,1,2,1,1,2,0.666667,0.555556,0.666667,0.763622,0.364886,0,0,0,2.88889
111,2,1,5,2,2,3,3,4,0.888889,0.555556,0.888889,0.615092,1.10963,0,0,0,7.33333
111,3,1,1,2,2,3,3,4,0.777778,0,0.777778,0.599553,0.585187,0,0,0,8.11111
111,4,1,1,2,2,3,4,3,0.555556,0,0.555556,0.494549,0.373802,0,0,0,8.66667
111,5,1,1,1,2,1,2,1,0.555556,0.333333,0.555556,0.440193,0.432713,0,0,0,9.22222
111,6,1,5,2,2,3,3,4,0.666667,0.333333,0.666667,0.376262,0.284408,0,0,0,12.5556
111,7,1,1,1,2,1,2,1,0.333333,0.444444,0.333333,0.600556,0.29401,0,0,0,12.8889
111,8,1,5,1,1,2,1,2,0.777778,0.777778,0.222222,0.697587,0.430323,0,0,0,16.7778
111,9,1,5,1,1,2,1,2,1,1,0.222222,0.448317,0.419309,0,0,0,21.7778
111,10,1,1,2,1,4,3,4,1,1,0.222222,0.654588,0.510242,0,0,0,22.7778
111,11,1,1,2,1,4,3,4,0.888889,0.888889,0.222222,0.459576,0.346682,0,0,0,23.6667
111,12,1,5,2,1,4,4,3,0.777778,0.777778,0.111111,0.617184,0.364447,0,0,0,27.5556
111,13,1,5,2,1,4,3,4,0.666667,0.666667,0.333333,0.416123,0.382938,0,0,0,30.8889
111,14,1,5,1,1,2,2,1,0.444444,0.444444,0,0.445439,0.336702,0,0,0,33.1111
111,15,1,1,2,2,3,4,3,0.222222,0.333333,0.222222,0.456864,0.462985,0,0,0,33.3333
111,16,1,1,1,1,2,2,1,0.333333,0.333333,0.333333,0.765826,0.279379,0,0,0,33.6667
111,17,1,5,1,2,1,1,2,0.111111,0.222222,0.111111,0.696962,0.227325,0,0,0,34.2222
111,18,1,5,1,2,1,1,2,0.333333,0.444444,0.333333,0.64652,0.479095,0,0,0,35.8889
111,19,1,5,2,2,3,4,3,0.333333,0.444444,0.333333,0.964431,0.258527,0,0,0,37.5556
111,20,1,5,2,1,4,4,3,0.555556,0.555556,0.444444,0.420531,0.234257,0,0,0,40.3333
111,21,1,1,2,1,4,4,3,0.111111,0.111111,0.666667,0.380663,0.320095,0,0,0,40.4444
111,22,1,5,2,2,3,3,4,0.555556,0.111111,0.555556,0.606699,0.390352,0,0,0,43.2222
111,23,1,1,2,2,3,3,4,0.222222,0.111111,0.222222,0.42392,0.374211,0,0,0,43.4444
111,24,1,5,1,2,1,1,2,0.555556,0.222222,0.555556,0.616299,0.286905,0,0,0,46.2222
111,25,1,5,1,2,1,2,1,0.333333,0.444444,0.333333,0.732301,0.437479,0,0,0,47.8889
111,26,1,1,1,2,1,2,1,0.222222,0.666667,0.222222,0.55203,0.503107,0,0,0,48.1111
111,27,1,1,1,2,1,2,1,0.444444,0.666667,0.444444,0.680598,0.554966,0,0,0,48.5556
111,28,1,5,2,1,4,4,3,0.555556,0.555556,0.666667,0.436684,0.395323,0,0,0,51.3333
111,29,1,1,2,1,4,4,3,0.444444,0.444444,0.888889,0.44533,0.358564,0,0,0,51.7778
111,30,1,1,1,1,2,1,2,0.222222,0.222222,0.777778,0.675452,0.674233,0,0,0,52
111,31,1,5,2,1,4,3,4,0,0,0.777778,0.436746,0.407755,0,0,0,52
111,32,1,5,2,2,3,4,3,0.777778,0.222222,0.777778,0.72602,0.340446,0,0,0,55.8889
111,33,1,1,1,2,1,2,1,0.555556,0.333333,0.555556,0.587236,0.442986,0,0,0,56.4444
111,34,1,1,1,2,1,2,1,1,0.888889,1,0.485749,0.331749,0,0,0,57.4444
111,35,2,1,2,2,3,3,4,0.888889,0.777778,0.888889,0.787397,0.398543,0,0,0,58.3333
111,36,2,5,2,2,3,3,4,0.666667,0.444444,0.666667,0.632765,0.428643,0,0,0,61.6667
111,37,2,5,1,2,1,1,2,0.333333,0.222222,0.333333,0.595251,0.704735,0,0,0,63.3333
111,38,2,1,2,2,3,3,4,0.111111,0.333333,0.111111,0.693811,0.47631,0,0,0,63.4444
111,39,2,1,1,1,2,1,2,0.444444,0.444444,0.222222,0.62378,0.401332,0,0,0,63.8889
111,40,2,5,2,1,4,4,3,0.444444,0.444444,0.666667,0.545502,0.39394,0,0,0,66.1111
111,41,2,1,2,1,4,4,3,0.555556,0.555556,0.777778,0.463024,0.408335,0,0,0,66.6667
111,42,2,1,1,1,2,2,1,0.666667,0.666667,0.777778,0.583759,0.348686,0,0,0,67.3333
111,43,2,5,2,1,4,4,3,0.777778,0.777778,0.666667,0.431268,0.437331,0,0,0,71.2222
111,44,2,1,2,1,4,4,3,0.333333,0.333333,0.888889,0.401989,0.386718,0,0,0,71.5556
111,45,2,5,2,2,3,3,4,1,0.444444,1,0.588401,1.3451,0,0,0,76.5556
111,46,2,1,2,2,3,4,3,0.888889,0.222222,0.888889,0.36624,0.238529,0,0,0,77.4444
111,47,2,1,1,2,1,1,2,0.888889,0.333333,0.888889,0.615529,0.514811,0,0,0,78.3333
111,48,2,1,2,2,3,3,4,0.777778,0.222222,0.777778,0.564281,0.335923,0,0,0,79.1111
111,49,2,5,2,2,3,4,3,0.777778,0.222222,0.777778,0.439823,0.490697,0,0,0,83
111,50,2,1,1,2,1,2,1,0.444444,0.222222,0.444444,0.591665,0.38827,0,0,0,83.4444
111,51,2,1,2,2,3,4,3,0.444444,0.111111,0.444444,0.741944,0.312326,0,0,0,83.8889
111,52,2,5,1,1,2,1,2,0.444444,0.444444,0.888889,0.622947,0.28127,0,0,0,86.1111
111,53,2,1,2,1,4,4,3,0.333333,0.333333,0.888889,0.453132,0.197822,0,0,0,86.4444
111,54,2,5,2,2,3,4,3,0.444444,0.555556,0.444444,0.446326,0.452438,0,0,0,88.6667
111,55,2,5,2,2,3,3,4,0.444444,0.444444,0.444444,0.455001,0.566518,0,0,0,90.8889
111,56,2,5,1,2,1,1,2,0.222222,0,0.222222,0.558523,0.253595,0,0,0,92
111,57,2,1,2,1,4,4,3,0.333333,0.333333,0.333333,0.441654,0.283842,0,0,0,92.3333
111,58,2,5,1,1,2,2,1,0.222222,0.222222,0.666667,0.645485,0.339788,0,0,0,93.4444
111,59,2,5,2,2,3,3,4,0.666667,0.111111,0.666667,0.469066,0.222869,0,0,0,96.7778
111,60,2,1,2,2,3,3,4,0.555556,0.444444,0.555556,0.39751,0.217234,0,0,0,97.3333
111,61,2,5,1,2,1,2,1,0.222222,0.222222,0.222222,0.449446,0.345662,0,0,0,98.4444
111,62,2,1,2,2,3,3,4,0.333333,0.444444,0.333333,0.648828,0.247131,0,0,0,98.7778
111,63,2,5,2,1,4,4,3,0.555556,0.555556,0.222222,0.416395,0.493271,0,0,0,101.556
111,64,2,1,1,1,2,2,1,0.888889,0.888889,0.111111,0.782813,0.281646,0,0,0,102.444
111,65,2,1,2,1,4,4,3,1,1,0.111111,0.424058,0.256787,0,0,0,103.444
111,66,2,5,2,1,4,4,3,1,1,0.333333,0.391429,0.395316,0,0,0,108.444
111,67,2,1,1,1,2,2,1,0.777778,0.777778,0.111111,0.606327,0.302834,0,0,0,109.222
111,68,2,5,2,1,4,4,3,0.444444,0.444444,0.333333,0.414304,0.293092,0,0,0,111.444
111,69,2,1,2,1,4,4,3,0.666667,0.666667,0.777778,0.377778,0.432668,0,0,0,112.111
111,70,3,5,2,1,4,3,4,0.777778,0.777778,0.888889,0.431548,0.28148,0,0,0,116
111,71,3,1,1,1,2,1,2,0.777778,0.777778,0.888889,0.49689,0.37138,0,0,0,116.778
111,72,3,5,1,1,2,1,2,0.333333,0.333333,0.777778,0.403248,0.493246,0,0,0,118.444
111,73,3,1,2,1,4,3,4,0.111111,0.111111,1,0.459097,0.389693,0,0,0,118.556
111,74,3,1,2,2,3,4,3,0.777778,0,0.777778,0.488208,0.246342,0,0,0,119.333
111,75,3,1,1,2,1,1,2,0.333333,0.444444,0.333333,0.542968,0.34474,0,0,0,119.667
111,76,3,5,2,2,3,3,4,0.111111,0.555556,0.111111,0.414736,0.397362,0,0,0,120.222
111,77,3,5,2,1,4,4,3,0.888889,0.888889,0,0.477251,0.389171,0,0,0,124.667
111,78,3,1,1,2,1,2,1,0.333333,0.888889,0.333333,0.585036,0.630968,0,0,0,125
111,79,3,1,1,1,2,1,2,0.555556,0.555556,0.666667,0.63772,0.366722,0,0,0,125.556
111,80,3,1,1,1,2,1,2,0.222222,0.222222,0.777778,0.584047,0.365409,0,0,0,125.778
111,81,3,1,2,2,3,3,4,0.777778,0.222222,0.777778,0.443671,0.528899,0,0,0,126.556
111,82,3,5,1,2,1,2,1,0.666667,0.333333,0.666667,0.483676,0.608468,0,0,0,129.889
111,83,3,5,2,2,3,4,3,0.777778,0.111111,0.777778,0.523363,0.405662,0,0,0,133.778
111,84,3,1,2,2,3,4,3,1,0.222222,1,0.411286,0.44766,0,0,0,134.778
111,85,3,1,1,2,1,2,1,1,0.444444,1,0.513427,0.381386,0,0,0,135.778
111,86,3,5,2,2,3,4,3,1,0.666667,1,0.443533,0.417035,0,0,0,140.778
111,87,3,5,2,2,3,4,3,0.666667,0.333333,0.666667,0.375652,0.469597,0,0,0,144.111
111,88,3,5,1,2,1,2,1,0.777778,0.888889,0.777778,0.504884,0.443986,0,0,0,148
111,89,3,5,2,2,3,4,3,0.888889,0.666667,0.888889,0.423657,0.336652,0,0,0,152.444
111,90,3,5,2,2,3,4,3,1,0.333333,1,0.359706,0.584911,0,0,0,157.444
111,91,3,1,1,2,1,1,2,0.777778,0.111111,0.777778,0.580305,0.456375,0,0,0,158.222
111,92,3,5,2,2,3,3,4,0.111111,0.444444,0.111111,0.443341,0.418945,0,0,0,158.778
111,93,3,1,1,1,2,2,1,0.555556,0.555556,0.111111,0.626574,0.405323,0,0,0,159.333
111,94,3,1,1,1,2,1,2,0.666667,0.666667,0.111111,0.538359,0.302005,0,0,0,160
111,95,3,5,1,1,2,1,2,0.666667,0.666667,0.111111,0.367352,0.360982,0,0,0,163.333
111,96,3,5,1,1,2,1,2,1,1,0.444444,0.405443,0.327833,0,0,0,168.333
111,97,3,1,2,1,4,3,4,0.666667,0.666667,0.444444,0.764472,0.52109,0,0,0,169
111,98,3,5,1,1,2,2,1,0.333333,0.333333,0.333333,0.5051,0.426355,0,0,0,170.667
111,99,3,1,2,2,3,3,4,0.555556,0.333333,0.555556,0.419631,0.238745,0,0,0,171.222
111,100,3,1,1,2,1,1,2,0.333333,0.777778,0.333333,0.657551,0.415186,0,0,0,171.556
111,101,3,1,2,2,3,3,4,0.555556,0.666667,0.555556,0.505302,0.272029,0,0,0,172.111
111,102,3,1,1,2,1,1,2,0.888889,0.888889,0.888889,0.510709,0.344978,0,0,0,173
111,103,3,1,1,2,1,1,2,1,0.777778,1,0.43756,0.500455,0,0,0,174
111,104,3,5,1,2,1,1,2,0.888889,1,0.888889,0.506784,0.273909,0,0,0,178.444
111,105,4,1,2,2,3,3,4,0.666667,1,0.666667,0.557229,0.531649,0,0,0,179.111
111,106,4,1,2,2,3,3,4,0.333333,0.888889,0.333333,0.420201,0.301847,0,0,0,179.444
111,107,4,1,2,1,4,4,3,0.666667,0.666667,0.111111,0.476671,0.260235,0,0,0,180.111
111,108,4,1,2,1,4,3,4,0.666667,0.666667,0.111111,0.464232,0.342802,0,0,0,180.778
111,109,4,5,2,1,4,3,4,0.222222,0.222222,0.111111,0.449187,1.52995,0,0,0,181.889
111,110,4,1,1,2,1,2,1,0.333333,0.111111,0.333333,0.599845,0.276169,0,0,0,182.222
111,111,4,1,1,1,2,2,1,0.111111,0.111111,0.111111,0.513081,0.336885,0,0,0,182.333
111,112,4,5,2,2,3,4,3,0.222222,0.555556,0.222222,0.474479,0.354243,0,0,0,183.444
111,113,4,5,2,2,3,3,4,0.222222,0.333333,0.222222,0.443602,0.286611,0,0,0,184.556
111,114,4,1,2,1,4,4,3,0,0,0,0.38757,0.385039,0,0,0,184.556
111,115,4,1,1,2,1,2,1,0,0.222222,0,0.463419,0.431932,0,0,0,184.556
111,116,4,5,1,1,2,1,2,0.111111,0.111111,0.333333,0.830616,0.341024,0,0,0,185.111
111,117,4,1,2,1,4,4,3,0.222222,0.222222,0.777778,0.62032,0.331341,0,0,0,185.333
111,118,4,1,1,2,1,1,2,0.555556,0,0.555556,0.403351,0.359024,0,0,0,185.889
111,119,4,1,2,2,3,4,3,0.333333,0.111111,0.333333,0.784733,0.29284,0,0,0,186.222
111,120,4,5,2,2,3,4,3,0.444444,0.333333,0.444444,0.533946,0.449006,0,0,0,188.444
111,121,4,5,1,2,1,2,1,0.333333,0.555556,0.333333,0.864085,0.382794,0,0,0,190.111
111,122,4,5,1,1,2,1,2,0.555556,0.555556,0.222222,0.577976,0.398882,0,0,0,192.889
111,123,4,1,1,1,2,1,2,0.666667,0.666667,0.222222,0.619994,0.328717,0,0,0,193.556
111,124,4,5,1,1,2,1,2,0.222222,0.222222,0.555556,0.358875,0.404531,0,0,0,194.667
111,125,4,5,1,2,1,1,2,0.555556,0.333333,0.555556,0.487447,0.244999,0,0,0,197.444
111,126,4,5,1,2,1,2,1,0.333333,0.333333,0.333333,0.449075,0.265868,0,0,0,199.111
111,127,4,1,1,1,2,1,2,0.333333,0.333333,0.444444,0.45649,0.343893,0,0,0,199.444
111,128,4,5,1,2,1,1,2,0.666667,0.555556,0.666667,0.397205,0.222657,0,0,0,202.778
111,129,4,5,1,2,1,1,2,0.555556,0.444444,0.555556,0.577298,0.228634,0,0,0,205.556
111,130,4,5,1,2,1,1,2,0.444444,0.777778,0.444444,0.378291,0.512039,0,0,0,207.778
111,131,4,5,1,1,2,1,2,1,1,0.444444,0.524744,0.277054,0,0,0,212.778
111,132,4,1,1,1,2,2,1,0.777778,0.777778,0.333333,0.426613,0.417591,0,0,0,213.556
111,133,4,5,1,1,2,2,1,0.888889,0.888889,0.333333,0.42644,0.278782,0,0,0,218
111,134,4,1,2,2,3,4,3,0.222222,0.888889,0.222222,0.514784,0.46628,0,0,0,218.222
111,135,4,5,1,1,2,1,2,0.666667,0.666667,0.222222,0.458107,0.286422,0,0,0,221.556
111,136,4,5,1,1,2,2,1,0.555556,0.555556,0.222222,0.495999,0.462479,0,0,0,224.333
111,137,4,1,1,1,2,1,2,0.777778,0.777778,0.222222,0.543941,0.467585,0,0,0,225.111
111,138,4,5,1,1,2,2,1,0.888889,0.888889,0.222222,0.400949,0.394202,0,0,0,229.556
111,139,4,5,2,1,4,3,4,0.777778,0.777778,0.222222,0.506912,0.380812,0,0,0,233.444
112,0,1,5,2,0,-1,3,4,0,0.111111,0.777778,-1,-1,1,0,1,0
112,1,1,5,1,1,2,2,1,0,0,0.777778,1.25605,0.643412,0,0,0,0
112,2,1,1,2,1,4,4,3,0,0.111111,0.666667,1.31029,-1,0,1,1,0
112,3,1,1,2,2,3,4,3,0,0,0.555556,1.80109,-1,0,1,1,0
112,4,1,5,2,1,4,3,4,0,0.111111,0.555556,0.950819,-1,0,1,1,0
112,5,1,1,2,2,3,3,4,0,0.111111,0.555556,0.685865,-1,0,1,1,0
112,6,1,5,1,1,2,2,1,0,0.111111,0.666667,1.08981,-1,0,1,1,0
112,7,1,1,1,1,2,1,2,0,0.111111,0.888889,0.998283,-1,0,1,1,0
112,8,1,5,1,1,2,2,1,0,0.333333,0.777778,1.04267,-1,0,1,1,0
